Age,Embarked,Fare,PassengerId,Pclass,Sex,Survived,Title,Deck,HasFamily,FamilySize,FarePerPerson
34.0,S,13.0,801,2,1,0.0,Mr,?,False,0,0.0
31.0,S,26.25,802,2,0,1.0,Mrs,?,True,2,13.125
11.0,S,120.0,803,1,1,1.0,Master,B,True,3,40.0
0.42,C,8.5167,804,3,1,1.0,Master,?,True,1,8.5167
27.0,S,6.975,805,3,1,1.0,Mr,?,False,0,0.0
31.0,S,7.775,806,3,1,0.0,Mr,?,False,0,0.0
39.0,S,0.0,807,1,1,0.0,Mr,A,False,0,0.0
18.0,S,7.775,808,3,0,0.0,Miss,?,False,0,0.0
39.0,S,13.0,809,2,1,0.0,Mr,?,False,0,0.0
33.0,S,53.1,810,1,0,1.0,Mrs,E,True,1,53.1
26.0,S,7.8875,811,3,1,0.0,Mr,?,False,0,0.0
39.0,S,24.15,812,3,1,0.0,Mr,?,False,0,0.0
35.0,S,10.5,813,2,1,0.0,Mr,?,False,0,0.0
6.0,S,31.275,814,3,0,0.0,Miss,?,True,6,5.2124999999999995
30.5,S,8.05,815,3,1,0.0,Mr,?,False,0,0.0
42.0,S,0.0,816,1,1,0.0,Mr,B,False,0,0.0
23.0,S,7.925,817,3,0,0.0,Miss,?,False,0,0.0
31.0,C,37.0042,818,2,1,0.0,Mr,?,True,2,18.5021
43.0,S,6.45,819,3,1,0.0,Mr,?,False,0,0.0
10.0,S,27.9,820,3,1,0.0,Master,?,True,5,5.58
52.0,S,93.5,821,1,0,1.0,Mrs,B,True,2,46.75
27.0,S,8.6625,822,3,1,1.0,Mr,?,False,0,0.0
38.0,S,0.0,823,1,1,0.0,other,?,False,0,0.0
27.0,S,12.475,824,3,0,1.0,Mrs,E,True,1,12.475
2.0,S,39.6875,825,3,1,0.0,Master,?,True,5,7.9375
26.0,Q,6.95,826,3,1,0.0,Mr,?,False,0,0.0
26.0,S,56.4958,827,3,1,0.0,Mr,?,False,0,0.0
1.0,C,37.0042,828,2,1,1.0,Master,?,True,2,18.5021
26.0,Q,7.75,829,3,1,1.0,Mr,?,False,0,0.0
62.0,,80.0,830,1,0,1.0,Mrs,B,False,0,0.0
15.0,C,14.4542,831,3,0,1.0,Mrs,?,True,1,14.4542
0.83,S,18.75,832,2,1,1.0,Master,?,True,2,9.375
26.0,C,7.2292,833,3,1,0.0,Mr,?,False,0,0.0
23.0,S,7.8542,834,3,1,0.0,Mr,?,False,0,0.0
18.0,S,8.3,835,3,1,0.0,Mr,?,False,0,0.0
39.0,C,83.1583,836,1,0,1.0,Miss,E,True,2,41.57915
21.0,S,8.6625,837,3,1,0.0,Mr,?,False,0,0.0
26.0,S,8.05,838,3,1,0.0,Mr,?,False,0,0.0
32.0,S,56.4958,839,3,1,1.0,Mr,?,False,0,0.0
42.0,C,29.7,840,1,1,1.0,Mr,C,False,0,0.0
20.0,S,7.925,841,3,1,0.0,Mr,?,False,0,0.0
16.0,S,10.5,842,2,1,0.0,Mr,?,False,0,0.0
30.0,C,31.0,843,1,0,1.0,Miss,?,False,0,0.0
34.5,C,6.4375,844,3,1,0.0,Mr,?,False,0,0.0
17.0,S,8.6625,845,3,1,0.0,Mr,?,False,0,0.0
42.0,S,7.55,846,3,1,0.0,Mr,?,False,0,0.0
26.0,S,69.55,847,3,1,0.0,Mr,?,True,10,6.955
35.0,C,7.8958,848,3,1,0.0,Mr,?,False,0,0.0
28.0,S,33.0,849,2,1,0.0,other,?,True,1,33.0
44.5,C,89.1042,850,1,0,1.0,Mrs,C,True,1,89.1042
4.0,S,31.275,851,3,1,0.0,Master,?,True,6,5.2124999999999995
74.0,S,7.775,852,3,1,0.0,Mr,?,False,0,0.0
9.0,C,15.2458,853,3,0,0.0,Miss,?,True,2,7.6229
16.0,S,39.4,854,1,0,1.0,Miss,D,True,1,39.4
44.0,S,26.0,855,2,0,0.0,Mrs,?,True,1,26.0
18.0,S,9.35,856,3,0,1.0,Mrs,?,True,1,9.35
45.0,S,164.8667,857,1,0,1.0,Mrs,?,True,2,82.43335
51.0,S,26.55,858,1,1,1.0,Mr,E,False,0,0.0
24.0,C,19.2583,859,3,0,1.0,Mrs,?,True,3,6.419433333333333
26.0,C,7.2292,860,3,1,0.0,Mr,?,False,0,0.0
41.0,S,14.1083,861,3,1,0.0,Mr,?,True,2,7.05415
21.0,S,11.5,862,2,1,0.0,Mr,?,True,1,11.5
48.0,S,25.9292,863,1,0,1.0,Mrs,D,False,0,0.0
9.0,S,69.55,864,3,0,0.0,Miss,?,True,10,6.955
24.0,S,13.0,865,2,1,0.0,Mr,?,False,0,0.0
42.0,S,13.0,866,2,0,1.0,Mrs,?,False,0,0.0
27.0,C,13.8583,867,2,0,1.0,Miss,?,True,1,13.8583
31.0,S,50.4958,868,1,1,0.0,Mr,A,False,0,0.0
26.0,S,9.5,869,3,1,0.0,Mr,?,False,0,0.0
4.0,S,11.1333,870,3,1,1.0,Master,?,True,2,5.56665
26.0,S,7.8958,871,3,1,0.0,Mr,?,False,0,0.0
47.0,S,52.5542,872,1,0,1.0,Mrs,D,True,2,26.2771
33.0,S,5.0,873,1,1,0.0,Mr,B,False,0,0.0
47.0,S,9.0,874,3,1,0.0,Mr,?,False,0,0.0
28.0,C,24.0,875,2,0,1.0,Mrs,?,True,1,24.0
15.0,C,7.225,876,3,0,1.0,Miss,?,False,0,0.0
20.0,S,9.8458,877,3,1,0.0,Mr,?,False,0,0.0
19.0,S,7.8958,878,3,1,0.0,Mr,?,False,0,0.0
26.0,S,7.8958,879,3,1,0.0,Mr,?,False,0,0.0
56.0,C,83.1583,880,1,0,1.0,Mrs,C,True,1,83.1583
25.0,S,26.0,881,2,0,1.0,Mrs,?,True,1,26.0
33.0,S,7.8958,882,3,1,0.0,Mr,?,False,0,0.0
22.0,S,10.5167,883,3,0,0.0,Miss,?,False,0,0.0
28.0,S,10.5,884,2,1,0.0,Mr,?,False,0,0.0
25.0,S,7.05,885,3,1,0.0,Mr,?,False,0,0.0
39.0,Q,29.125,886,3,0,0.0,Mrs,?,True,5,5.825
27.0,S,13.0,887,2,1,0.0,other,?,False,0,0.0
19.0,S,30.0,888,1,0,1.0,Miss,B,False,0,0.0
9.0,S,23.45,889,3,0,0.0,Miss,?,True,3,7.816666666666666
26.0,C,30.0,890,1,1,1.0,Mr,C,False,0,0.0
32.0,Q,7.75,891,3,1,0.0,Mr,?,False,0,0.0
